ID,Name,Height,Weight,Age,Sex,Profession
501,Семёнов Антоний,179.0,77.0,88,м,программист
502,Корнилов Радослав,191.0,90.0,28,м,продавец
503,Копылов Ян,169.0,63.0,24,м,продавец
504,Ситников Юлий,168.0,56.0,52,м,инженер
505,Ларионов Митрофан,189.0,107.0,86,м,врач
506,Хохлов Егор,,119.0,59,м,программист
507,Виноградов Осип,192.0,115.0,89,м,автослесарь
508,Егоров Владислав,176.0,63.0,82,м,сантехник
509,Ильин Захар,190.0,78.0,40,м,преподаватель
510,Кабанов Виссарион,175.0,71.0,75,м,преподаватель
511,Костин Самсон,181.0,118.0,72,м,программист
512,Титов Дамир,188.0,65.0,57,м,врач
513,Данилов Юлий,,110.0,31,м,врач
514,Цветков Феликс,,63.0,33,м,программист
515,Уваров Добрыня,165.0,64.0,50,м,продавец
516,Гурьев Максим,180.0,59.0,63,м,продавец
517,Куликов Родион,186.0,71.0,55,м,инженер
518,Красильников Зорийй,,118.0,80,м,студент
519,Горбунов Севастьян,181.0,62.0,89,м,программист
520,Самсонов Матвей,190.0,59.0,51,м,продавец
521,Данилов Максим,169.0,70.0,83,м,программист
522,Анисимов Чарли,194.0,105.0,45,м,инженер
523,Титов Давыд,184.0,80.0,59,м,программист
524,Андреев Остап,165.0,57.0,25,м,продавец
525,Красильников Радик,169.0,103.0,74,м,преподаватель
526,Антонов Иеремия,184.0,53.0,61,м,инженер
527,Крылов Ростислав,181.0,51.0,25,м,студент
528,Михайлов Марк,168.0,,88,м,инженер
529,Баранов Анисий,177.0,115.0,41,м,бухгалтер
530,Соловьёв Казимир,173.0,110.0,48,м,преподаватель
531,Смирнов Ринат,179.0,56.0,19,м,преподаватель
532,Колесников Филимон,194.0,68.0,55,м,автослесарь
533,Третьяков Виктор,177.0,92.0,58,м,преподаватель
534,Зиновьев Демид,,116.0,83,м,сантехник
535,Копылов Никанор,178.0,,29,м,бухгалтер
536,Игнатов Федот,184.0,53.0,47,м,преподаватель
537,Костин Игнатий,,116.0,74,м,программист
538,Голубев Радослав,173.0,50.0,71,м,сантехник
539,Жуков Моисей,184.0,67.0,63,м,инженер
540,Пономарёв Данислав,187.0,99.0,69,м,продавец
541,Логинов Ефрем,166.0,61.0,18,м,врач
542,Михайлов Тимофей,167.0,75.0,40,м,бухгалтер
543,Потапов Дамир,169.0,57.0,71,м,врач
544,Степанов Николай,178.0,78.0,44,м,бухгалтер
545,Корнилов Дмитрий,180.0,,29,м,студент
546,Фомичёв Архип,190.0,110.0,86,м,студент
547,Савин Феликс,179.0,56.0,63,м,инженер
548,Степанов Макар,193.0,109.0,70,м,инженер
549,Панов Иван,190.0,105.0,87,м,автослесарь
550,Белозёров Филипп,178.0,70.0,69,м,студент
551,Анисимов Егорий,,64.0,22,м,врач
552,Силин Никита,175.0,83.0,39,м,преподаватель
553,Андреев Аполлон,184.0,64.0,77,м,бухгалтер
554,Кулаков Павел,186.0,78.0,26,м,преподаватель
555,Федотов Викентий,177.0,64.0,58,м,инженер
556,Молчанов Мирослав,170.0,117.0,60,м,преподаватель
557,Стрелков Юлиан,190.0,81.0,73,м,преподаватель
558,Тетерин Анисий,172.0,117.0,86,м,автослесарь
559,Данилов Савва,174.0,95.0,68,м,сантехник
560,Князев Елисей,189.0,59.0,29,м,автослесарь
561,Назаров Степан,171.0,,87,м,программист
562,Соловьёв Потап,174.0,82.0,21,м,бухгалтер
563,Соболев Вилен,167.0,88.0,26,м,студент
564,Костин Спартак,191.0,57.0,66,м,автослесарь
565,Жуков Парамон,190.0,74.0,74,м,инженер
566,Носов Семён,193.0,119.0,37,м,автослесарь
567,Никитин Иероним,173.0,112.0,83,м,преподаватель
568,Комаров Альберт,172.0,73.0,51,м,преподаватель
569,Одинцов Марат,189.0,84.0,84,м,автослесарь
570,Ларионов Вениамин,187.0,76.0,24,м,врач
571,Громов Руслан,176.0,78.0,52,м,продавец
572,Петухов Артемий,181.0,55.0,24,м,бухгалтер
573,Сазонов Денис,,62.0,48,м,инженер
574,Аксёнов Илларион,179.0,87.0,82,м,преподаватель
575,Борисов Филимон,193.0,115.0,33,м,сантехник
576,Константинов Мартын,186.0,105.0,28,м,продавец
577,Зуев Гордей,183.0,61.0,87,м,программист
578,Рыбаков Иероним,191.0,86.0,63,м,студент
579,Кудрявцев Касьян,166.0,61.0,52,м,врач
580,Жданов Казимир,167.0,51.0,85,м,инженер
581,Ершов Анатолий,187.0,58.0,67,м,программист
582,Бирюков Сергей,180.0,116.0,33,м,студент
583,Копылов Филат,192.0,79.0,82,м,автослесарь
584,Беспалов Тимофей,171.0,77.0,61,м,бухгалтер
585,Мясников Гордей,165.0,67.0,54,м,продавец
586,Козлов Фома,192.0,90.0,51,м,продавец
587,Лазарев Кузьма,166.0,112.0,45,м,бухгалтер
588,Хохлов Парамон,178.0,63.0,30,м,студент
589,Авдеев Фёдор,187.0,91.0,28,м,программист
590,Поляков Георгий,177.0,104.0,73,м,инженер
591,Большаков Агафон,182.0,96.0,59,м,студент
592,Суханов Антоний,171.0,96.0,80,м,врач
593,Степанов Матвей,169.0,53.0,26,м,программист
594,Павлов Борислав,189.0,58.0,59,м,врач
595,Волков Евгений,171.0,83.0,26,м,автослесарь
596,Галкин Аполлинарий,194.0,67.0,42,м,продавец
597,Дроздов Андрей,177.0,112.0,69,м,преподаватель
598,Селиверстов Руслан,174.0,60.0,21,м,бухгалтер
599,Мышкин Виссарион,189.0,,24,м,врач
600,Александров Эдуард,169.0,101.0,32,м,программист
601,Трофимов Арсений,187.0,84.0,61,м,инженер
602,Крюков Климент,186.0,75.0,66,м,продавец
603,Данилов Василий,166.0,91.0,49,м,сантехник
604,Буров Макар,186.0,84.0,30,м,автослесарь
605,Зиновьев Руслан,,98.0,55,м,преподаватель
606,Гришин Добрыня,182.0,84.0,88,м,врач
607,Гурьев Филимон,181.0,78.0,83,м,автослесарь
608,Артемьев Олег,,92.0,42,м,преподаватель
609,Селиверстов Агафон,179.0,105.0,76,м,бухгалтер
610,Исаев Герман,167.0,119.0,67,м,автослесарь
611,Одинцов Родион,174.0,81.0,42,м,автослесарь
612,Богданов Виктор,173.0,87.0,56,м,преподаватель
613,Матвеев Евдоким,189.0,68.0,50,м,продавец
614,Суханов Потап,183.0,99.0,77,м,продавец
615,Абрамов Эдуард,184.0,118.0,59,м,студент
616,Борисов Радий,194.0,109.0,69,м,врач
617,Никитин Яромир,190.0,102.0,27,м,продавец
618,Игнатов Тимур,179.0,60.0,82,м,сантехник
619,Власов Евгений,170.0,72.0,68,м,врач
620,Савельев Эдуард,183.0,92.0,63,м,продавец
621,Яковлев Августин,184.0,50.0,61,м,инженер
622,Козлов Данислав,172.0,110.0,87,м,программист
623,Колесников Илья,165.0,93.0,29,м,бухгалтер
624,Тетерин Ждан,166.0,62.0,69,м,бухгалтер
625,Ермаков Никанор,184.0,59.0,52,м,продавец
626,Новиков Влас,192.0,,83,м,инженер
627,Лебедев Аполлон,172.0,76.0,51,м,преподаватель
628,Русаков Казимир,186.0,63.0,20,м,программист
629,Кузнецов Самсон,171.0,84.0,21,м,бухгалтер
630,Хохлов Максим,178.0,80.0,31,м,программист
631,Пестов Степан,171.0,50.0,82,м,врач
632,Жданов Егор,184.0,85.0,34,м,продавец
633,Воронцов Юрий,186.0,96.0,37,м,программист
634,Юдин Эдуард,166.0,115.0,22,м,преподаватель
635,Корнилов Никанор,172.0,66.0,73,м,бухгалтер
636,Зыков Герман,177.0,50.0,47,м,инженер
637,Сысоев Трофим,189.0,100.0,21,м,автослесарь
638,Суворов Парамон,179.0,52.0,79,м,врач
639,Блинов Бронислав,194.0,88.0,54,м,инженер
640,Авдеев Викентий,181.0,56.0,35,м,автослесарь
641,Крылов Радомир,173.0,112.0,50,м,студент
642,Емельянов Модест,,117.0,31,м,автослесарь
643,Фомин Никанор,180.0,66.0,19,м,преподаватель
644,Назаров Евгений,178.0,109.0,83,м,инженер
645,Туров Митрофан,168.0,90.0,59,м,инженер
646,Васильев Игорь,176.0,112.0,84,м,бухгалтер
647,Орлов Серафим,192.0,113.0,25,м,бухгалтер
648,Мышкин Никола,188.0,66.0,29,м,преподаватель
649,Беспалов Олег,171.0,63.0,30,м,врач
650,Ермаков Август,181.0,61.0,36,м,автослесарь
651,Коновалов Климент,192.0,,74,м,инженер
652,Блохин Борис,173.0,93.0,87,м,продавец
653,Буров Матвей,194.0,56.0,73,м,студент
654,Гришин Димитрий,179.0,54.0,49,м,врач
655,Дьячков Яков,194.0,80.0,20,м,инженер
656,Блинов Ренат,189.0,116.0,37,м,инженер
657,Рогов Ждан,167.0,68.0,56,м,студент
658,Киселёв Дмитрий,182.0,54.0,38,м,инженер
659,Владимиров Мирослав,167.0,87.0,22,м,продавец
660,Кабанов Артемий,191.0,69.0,43,м,инженер
661,Комаров Иннокентий,169.0,111.0,30,м,сантехник
662,Овчинников Арсений,179.0,105.0,22,м,сантехник
